UPC11,Material description
73390536766,OAS ASTIG 8.6 -0.75 -2.75/70 6P RX
73390536767,OAS ASTIG 8.6 -1.00 -2.75/70 6P RX
73390536768,OAS ASTIG 8.6 -1.25 -2.75/70 6P RX
73390536769,OAS ASTIG 8.6 -1.50 -2.75/70 6P RX
73390536770,OAS ASTIG 8.6 -1.75 -2.75/70 6P RX
73390536771,OAS ASTIG 8.6 -2.00 -2.75/70 6P RX
73390536772,OAS ASTIG 8.6 -2.25 -2.75/70 6P RX
73390536773,OAS ASTIG 8.6 -2.50 -2.75/70 6P RX
73390536774,OAS ASTIG 8.6 -2.75 -2.75/70 6P RX
73390536775,OAS ASTIG 8.6 -3.00 -2.75/70 6P RX
73390536776,OAS ASTIG 8.6 -3.25 -2.75/70 6P RX
73390536777,OAS ASTIG 8.6 -3.50 -2.75/70 6P RX
73390536778,OAS ASTIG 8.6 -3.75 -2.75/70 6P RX
73390536779,OAS ASTIG 8.6 -4.00 -2.75/70 6P RX
73390536780,OAS ASTIG 8.6 -4.25 -2.75/70 6P RX
73390536781,OAS ASTIG 8.6 -4.50 -2.75/70 6P RX
73390536782,OAS ASTIG 8.6 -4.75 -2.75/70 6P RX
73390536783,OAS ASTIG 8.6 -5.00 -2.75/70 6P RX
73390536784,OAS ASTIG 8.6 -5.25 -2.75/70 6P RX
73390536785,OAS ASTIG 8.6 -5.50 -2.75/70 6P RX
73390536786,OAS ASTIG 8.6 -5.75 -2.75/70 6P RX
73390536787,OAS ASTIG 8.6 -6.00 -2.75/70 6P RX
73390536788,OAS ASTIG 8.6 -6.50 -2.75/70 6P RX
73390536789,OAS ASTIG 8.6 -7.00 -2.75/70 6P RX
73390536790,OAS ASTIG 8.6 -7.50 -2.75/70 6P RX
73390536791,OAS ASTIG 8.6 -8.00 -2.75/70 6P RX
73390536792,OAS ASTIG 8.6 -8.50 -2.75/70 6P RX
73390536793,OAS ASTIG 8.6 -9.00 -2.75/70 6P RX
73390536794,OAS ASTIG 8.6 +0.25 -2.75/80 6P RX
73390536795,OAS ASTIG 8.6 +0.50 -2.75/80 6P RX
73390536796,OAS ASTIG 8.6 +0.75 -2.75/80 6P RX
73390536797,OAS ASTIG 8.6 +1.00 -2.75/80 6P RX
73390536798,OAS ASTIG 8.6 +1.25 -2.75/80 6P RX
73390536799,OAS ASTIG 8.6 +1.50 -2.75/80 6P RX
73390536800,OAS ASTIG 8.6 +1.75 -2.75/80 6P RX
73390536801,OAS ASTIG 8.6 +2.00 -2.75/80 6P RX
73390536802,OAS ASTIG 8.6 +2.25 -2.75/80 6P RX
73390536803,OAS ASTIG 8.6 +2.50 -2.75/80 6P RX
73390536804,OAS ASTIG 8.6 +2.75 -2.75/80 6P RX
73390536805,OAS ASTIG 8.6 +3.00 -2.75/80 6P RX
73390536806,OAS ASTIG 8.6 +3.25 -2.75/80 6P RX
73390536807,OAS ASTIG 8.6 +3.50 -2.75/80 6P RX
73390536808,OAS ASTIG 8.6 +3.75 -2.75/80 6P RX
73390536809,OAS ASTIG 8.6 +4.00 -2.75/80 6P RX
73390536810,OAS ASTIG 8.6 +4.25 -2.75/80 6P RX
73390536811,OAS ASTIG 8.6 +4.50 -2.75/80 6P RX
73390536812,OAS ASTIG 8.6 +4.75 -2.75/80 6P RX
73390536813,OAS ASTIG 8.6 +5.00 -2.75/80 6P RX
73390536814,OAS ASTIG 8.6 +5.25 -2.75/80 6P RX
73390536815,OAS ASTIG 8.6 +5.50 -2.75/80 6P RX
73390536816,OAS ASTIG 8.6 +5.75 -2.75/80 6P RX
73390536817,OAS ASTIG 8.6 +6.00 -2.75/80 6P RX
73390536818,OAS ASTIG 8.6 +0.00 -2.75/80 6P RX
73390536819,OAS ASTIG 8.6 -0.25 -2.75/80 6P RX
73390536820,OAS ASTIG 8.6 -0.50 -2.75/80 6P RX
73390536821,OAS ASTIG 8.6 -0.75 -2.75/80 6P RX
73390536822,OAS ASTIG 8.6 -1.00 -2.75/80 6P RX
73390536823,OAS ASTIG 8.6 -1.25 -2.75/80 6P RX
73390536824,OAS ASTIG 8.6 -1.50 -2.75/80 6P RX
73390536825,OAS ASTIG 8.6 -1.75 -2.75/80 6P RX
73390536826,OAS ASTIG 8.6 -2.00 -2.75/80 6P RX
73390536827,OAS ASTIG 8.6 -2.25 -2.75/80 6P RX
73390536828,OAS ASTIG 8.6 -2.50 -2.75/80 6P RX
73390536829,OAS ASTIG 8.6 -2.75 -2.75/80 6P RX
73390536830,OAS ASTIG 8.6 -3.00 -2.75/80 6P RX
73390536831,OAS ASTIG 8.6 -3.25 -2.75/80 6P RX
73390536832,OAS ASTIG 8.6 -3.50 -2.75/80 6P RX
73390536833,OAS ASTIG 8.6 -3.75 -2.75/80 6P RX
73390536834,OAS ASTIG 8.6 -4.00 -2.75/80 6P RX
73390536835,OAS ASTIG 8.6 -4.25 -2.75/80 6P RX
73390536836,OAS ASTIG 8.6 -4.50 -2.75/80 6P RX
73390536837,OAS ASTIG 8.6 -4.75 -2.75/80 6P RX
73390536838,OAS ASTIG 8.6 -5.00 -2.75/80 6P RX
73390536839,OAS ASTIG 8.6 -5.25 -2.75/80 6P RX
73390536840,OAS ASTIG 8.6 -5.50 -2.75/80 6P RX
73390536841,OAS ASTIG 8.6 -5.75 -2.75/80 6P RX
73390536842,OAS ASTIG 8.6 -6.00 -2.75/80 6P RX
73390536843,OAS ASTIG 8.6 -6.50 -2.75/80 6P RX
73390536844,OAS ASTIG 8.6 -7.00 -2.75/80 6P RX
73390536845,OAS ASTIG 8.6 -7.50 -2.75/80 6P RX
73390536846,OAS ASTIG 8.6 -8.00 -2.75/80 6P RX
73390536847,OAS ASTIG 8.6 -8.50 -2.75/80 6P RX
73390536848,OAS ASTIG 8.6 -9.00 -2.75/80 6P RX
73390536849,OAS ASTIG 8.6 +0.25 -2.75/90 6P RX
73390536850,OAS ASTIG 8.6 +0.50 -2.75/90 6P RX
73390536851,OAS ASTIG 8.6 +0.75 -2.75/90 6P RX
73390536852,OAS ASTIG 8.6 +1.00 -2.75/90 6P RX
73390536853,OAS ASTIG 8.6 +1.25 -2.75/90 6P RX
73390536854,OAS ASTIG 8.6 +1.50 -2.75/90 6P RX
73390536855,OAS ASTIG 8.6 +1.75 -2.75/90 6P RX
73390536856,OAS ASTIG 8.6 +2.00 -2.75/90 6P RX
73390536857,OAS ASTIG 8.6 +2.25 -2.75/90 6P RX
73390536858,OAS ASTIG 8.6 +2.50 -2.75/90 6P RX
73390536859,OAS ASTIG 8.6 +2.75 -2.75/90 6P RX
73390536860,OAS ASTIG 8.6 +3.00 -2.75/90 6P RX
73390536861,OAS ASTIG 8.6 +3.25 -2.75/90 6P RX
73390536862,OAS ASTIG 8.6 +3.50 -2.75/90 6P RX
73390536863,OAS ASTIG 8.6 +3.75 -2.75/90 6P RX
73390536864,OAS ASTIG 8.6 +4.00 -2.75/90 6P RX
73390536865,OAS ASTIG 8.6 +4.25 -2.75/90 6P RX
73390536866,OAS ASTIG 8.6 +4.50 -2.75/90 6P RX
73390536867,OAS ASTIG 8.6 +4.75 -2.75/90 6P RX
73390536868,OAS ASTIG 8.6 +5.00 -2.75/90 6P RX
73390536869,OAS ASTIG 8.6 +5.25 -2.75/90 6P RX
73390536870,OAS ASTIG 8.6 +5.50 -2.75/90 6P RX
73390536871,OAS ASTIG 8.6 +5.75 -2.75/90 6P RX
73390536872,OAS ASTIG 8.6 +6.00 -2.75/90 6P RX
73390536873,OAS ASTIG 8.6 +0.00 -2.75/90 6P RX
73390536874,OAS ASTIG 8.6 -0.25 -2.75/90 6P RX
73390536875,OAS ASTIG 8.6 -0.50 -2.75/90 6P RX
73390536876,OAS ASTIG 8.6 -0.75 -2.75/90 6P RX
73390536877,OAS ASTIG 8.6 -1.00 -2.75/90 6P RX
73390536878,OAS ASTIG 8.6 -1.25 -2.75/90 6P RX
73390536879,OAS ASTIG 8.6 -1.50 -2.75/90 6P RX
73390536880,OAS ASTIG 8.6 -1.75 -2.75/90 6P RX
73390536881,OAS ASTIG 8.6 -2.00 -2.75/90 6P RX
73390536882,OAS ASTIG 8.6 -2.25 -2.75/90 6P RX
73390536883,OAS ASTIG 8.6 -2.50 -2.75/90 6P RX
73390536884,OAS ASTIG 8.6 -2.75 -2.75/90 6P RX
73390536885,OAS ASTIG 8.6 -3.00 -2.75/90 6P RX
73390536886,OAS ASTIG 8.6 -3.25 -2.75/90 6P RX
73390536887,OAS ASTIG 8.6 -3.50 -2.75/90 6P RX
73390536888,OAS ASTIG 8.6 -3.75 -2.75/90 6P RX
73390536889,OAS ASTIG 8.6 -4.00 -2.75/90 6P RX
73390536890,OAS ASTIG 8.6 -4.25 -2.75/90 6P RX
73390536891,OAS ASTIG 8.6 -4.50 -2.75/90 6P RX
73390536892,OAS ASTIG 8.6 -4.75 -2.75/90 6P RX
73390536893,OAS ASTIG 8.6 -5.00 -2.75/90 6P RX
73390536894,OAS ASTIG 8.6 -5.25 -2.75/90 6P RX
73390536895,OAS ASTIG 8.6 -5.50 -2.75/90 6P RX
73390536896,OAS ASTIG 8.6 -5.75 -2.75/90 6P RX
73390536897,OAS ASTIG 8.6 -6.00 -2.75/90 6P RX
73390536898,OAS ASTIG 8.6 -6.50 -2.75/90 6P RX
73390536899,OAS ASTIG 8.6 -7.00 -2.75/90 6P RX
73390536900,OAS ASTIG 8.6 -7.50 -2.75/90 6P RX
73390536901,OAS ASTIG 8.6 -8.00 -2.75/90 6P RX
73390536902,OAS ASTIG 8.6 -8.50 -2.75/90 6P RX
73390536903,OAS ASTIG 8.6 -9.00 -2.75/90 6P RX
73390536904,OAS ASTIG 8.6 +0.25 -2.75/100 6P RX
73390536905,OAS ASTIG 8.6 +0.50 -2.75/100 6P RX
73390536906,OAS ASTIG 8.6 +0.75 -2.75/100 6P RX
73390536907,OAS ASTIG 8.6 +1.00 -2.75/100 6P RX
73390536908,OAS ASTIG 8.6 +1.25 -2.75/100 6P RX
73390536909,OAS ASTIG 8.6 +1.50 -2.75/100 6P RX
73390536910,OAS ASTIG 8.6 +1.75 -2.75/100 6P RX
73390536911,OAS ASTIG 8.6 +2.00 -2.75/100 6P RX
73390536912,OAS ASTIG 8.6 +2.25 -2.75/100 6P RX
73390536913,OAS ASTIG 8.6 +2.50 -2.75/100 6P RX
73390536914,OAS ASTIG 8.6 +2.75 -2.75/100 6P RX
73390536915,OAS ASTIG 8.6 +3.00 -2.75/100 6P RX
73390536916,OAS ASTIG 8.6 +3.25 -2.75/100 6P RX
73390536917,OAS ASTIG 8.6 +3.50 -2.75/100 6P RX
73390536918,OAS ASTIG 8.6 +3.75 -2.75/100 6P RX
73390536919,OAS ASTIG 8.6 +4.00 -2.75/100 6P RX
73390536920,OAS ASTIG 8.6 +4.25 -2.75/100 6P RX
73390536921,OAS ASTIG 8.6 +4.50 -2.75/100 6P RX
73390536922,OAS ASTIG 8.6 +4.75 -2.75/100 6P RX
73390536923,OAS ASTIG 8.6 +5.00 -2.75/100 6P RX
73390536924,OAS ASTIG 8.6 +5.25 -2.75/100 6P RX
73390536925,OAS ASTIG 8.6 +5.50 -2.75/100 6P RX
73390536926,OAS ASTIG 8.6 +5.75 -2.75/100 6P RX
73390536927,OAS ASTIG 8.6 +6.00 -2.75/100 6P RX
73390536928,OAS ASTIG 8.6 +0.00 -2.75/100 6P RX
73390536929,OAS ASTIG 8.6 -0.25 -2.75/100 6P RX
73390536930,OAS ASTIG 8.6 -0.50 -2.75/100 6P RX
73390536931,OAS ASTIG 8.6 -0.75 -2.75/100 6P RX
73390536932,OAS ASTIG 8.6 -1.00 -2.75/100 6P RX
73390536933,OAS ASTIG 8.6 -1.25 -2.75/100 6P RX
73390536934,OAS ASTIG 8.6 -1.50 -2.75/100 6P RX
73390536935,OAS ASTIG 8.6 -1.75 -2.75/100 6P RX
73390536936,OAS ASTIG 8.6 -2.00 -2.75/100 6P RX
73390536937,OAS ASTIG 8.6 -2.25 -2.75/100 6P RX
73390536938,OAS ASTIG 8.6 -2.50 -2.75/100 6P RX
73390536939,OAS ASTIG 8.6 -2.75 -2.75/100 6P RX
73390536940,OAS ASTIG 8.6 -3.00 -2.75/100 6P RX
73390536941,OAS ASTIG 8.6 -3.25 -2.75/100 6P RX
73390536942,OAS ASTIG 8.6 -3.50 -2.75/100 6P RX
73390536943,OAS ASTIG 8.6 -3.75 -2.75/100 6P RX
73390536944,OAS ASTIG 8.6 -4.00 -2.75/100 6P RX
73390536945,OAS ASTIG 8.6 -4.25 -2.75/100 6P RX
73390536946,OAS ASTIG 8.6 -4.50 -2.75/100 6P RX
73390536947,OAS ASTIG 8.6 -4.75 -2.75/100 6P RX
73390536948,OAS ASTIG 8.6 -5.00 -2.75/100 6P RX
73390536949,OAS ASTIG 8.6 -5.25 -2.75/100 6P RX
73390536950,OAS ASTIG 8.6 -5.50 -2.75/100 6P RX
73390536951,OAS ASTIG 8.6 -5.75 -2.75/100 6P RX
73390536952,OAS ASTIG 8.6 -6.00 -2.75/100 6P RX
73390536953,OAS ASTIG 8.6 -6.50 -2.75/100 6P RX
73390536954,OAS ASTIG 8.6 -7.00 -2.75/100 6P RX
73390536955,OAS ASTIG 8.6 -7.50 -2.75/100 6P RX
73390536956,OAS ASTIG 8.6 -8.00 -2.75/100 6P RX
73390536957,OAS ASTIG 8.6 -8.50 -2.75/100 6P RX
73390536958,OAS ASTIG 8.6 -9.00 -2.75/100 6P RX
73390536959,OAS ASTIG 8.6 +0.25 -2.75/110 6P RX
73390536960,OAS ASTIG 8.6 +0.50 -2.75/110 6P RX
73390536961,OAS ASTIG 8.6 +0.75 -2.75/110 6P RX
73390536962,OAS ASTIG 8.6 +1.00 -2.75/110 6P RX
73390536963,OAS ASTIG 8.6 +1.25 -2.75/110 6P RX
73390536964,OAS ASTIG 8.6 +1.50 -2.75/110 6P RX
73390536965,OAS ASTIG 8.6 +1.75 -2.75/110 6P RX
73390536966,OAS ASTIG 8.6 +2.00 -2.75/110 6P RX
73390536967,OAS ASTIG 8.6 +2.25 -2.75/110 6P RX
73390536968,OAS ASTIG 8.6 +2.50 -2.75/110 6P RX
73390536969,OAS ASTIG 8.6 +2.75 -2.75/110 6P RX
73390536970,OAS ASTIG 8.6 +3.00 -2.75/110 6P RX
73390536971,OAS ASTIG 8.6 +3.25 -2.75/110 6P RX
73390536972,OAS ASTIG 8.6 +3.50 -2.75/110 6P RX
73390536973,OAS ASTIG 8.6 +3.75 -2.75/110 6P RX
73390536974,OAS ASTIG 8.6 +4.00 -2.75/110 6P RX
73390536975,OAS ASTIG 8.6 +4.25 -2.75/110 6P RX
73390536976,OAS ASTIG 8.6 +4.50 -2.75/110 6P RX
73390536977,OAS ASTIG 8.6 +4.75 -2.75/110 6P RX
73390536978,OAS ASTIG 8.6 +5.00 -2.75/110 6P RX
73390536979,OAS ASTIG 8.6 +5.25 -2.75/110 6P RX
73390536980,OAS ASTIG 8.6 +5.50 -2.75/110 6P RX
73390536981,OAS ASTIG 8.6 +5.75 -2.75/110 6P RX
73390536982,OAS ASTIG 8.6 +6.00 -2.75/110 6P RX
73390536983,OAS ASTIG 8.6 +0.00 -2.75/110 6P RX
73390536984,OAS ASTIG 8.6 -0.25 -2.75/110 6P RX
73390536985,OAS ASTIG 8.6 -0.50 -2.75/110 6P RX
73390536986,OAS ASTIG 8.6 -0.75 -2.75/110 6P RX
73390536987,OAS ASTIG 8.6 -1.00 -2.75/110 6P RX
73390536988,OAS ASTIG 8.6 -1.25 -2.75/110 6P RX
73390536989,OAS ASTIG 8.6 -1.50 -2.75/110 6P RX
73390536990,OAS ASTIG 8.6 -1.75 -2.75/110 6P RX
73390536991,OAS ASTIG 8.6 -2.00 -2.75/110 6P RX
73390536992,OAS ASTIG 8.6 -2.25 -2.75/110 6P RX
73390536993,OAS ASTIG 8.6 -2.50 -2.75/110 6P RX
73390536994,OAS ASTIG 8.6 -2.75 -2.75/110 6P RX
73390536995,OAS ASTIG 8.6 -3.00 -2.75/110 6P RX
73390536996,OAS ASTIG 8.6 -3.25 -2.75/110 6P RX
73390536997,OAS ASTIG 8.6 -3.50 -2.75/110 6P RX
73390536998,OAS ASTIG 8.6 -3.75 -2.75/110 6P RX
73390536999,OAS ASTIG 8.6 -4.00 -2.75/110 6P RX
73390537000,OAS ASTIG 8.6 -4.25 -2.75/110 6P RX
73390537001,OAS ASTIG 8.6 -4.50 -2.75/110 6P RX
73390537037,OAS ASTIG 8.6 -4.75 -2.75/110 6P RX
73390537061,OAS ASTIG 8.6 -5.00 -2.75/110 6P RX
73390537062,OAS ASTIG 8.6 -5.25 -2.75/110 6P RX
73390537063,OAS ASTIG 8.6 -5.50 -2.75/110 6P RX
73390537064,OAS ASTIG 8.6 -5.75 -2.75/110 6P RX
73390537065,OAS ASTIG 8.6 -6.00 -2.75/110 6P RX
73390537066,OAS ASTIG 8.6 -6.50 -2.75/110 6P RX
73390537067,OAS ASTIG 8.6 -7.00 -2.75/110 6P RX
73390537068,OAS ASTIG 8.6 -7.50 -2.75/110 6P RX
73390537069,OAS ASTIG 8.6 -8.00 -2.75/110 6P RX
73390537070,OAS ASTIG 8.6 -8.50 -2.75/110 6P RX
73390537071,OAS ASTIG 8.6 -9.00 -2.75/110 6P RX
73390537072,OAS ASTIG 8.6 +0.25 -2.75/120 6P RX
73390537073,OAS ASTIG 8.6 +0.50 -2.75/120 6P RX
73390537074,OAS ASTIG 8.6 +0.75 -2.75/120 6P RX
73390537075,OAS ASTIG 8.6 +1.00 -2.75/120 6P RX
73390537076,OAS ASTIG 8.6 +1.25 -2.75/120 6P RX
73390537077,OAS ASTIG 8.6 +1.50 -2.75/120 6P RX
73390537078,OAS ASTIG 8.6 +1.75 -2.75/120 6P RX
73390537079,OAS ASTIG 8.6 +2.00 -2.75/120 6P RX
73390537080,OAS ASTIG 8.6 +2.25 -2.75/120 6P RX
73390537081,OAS ASTIG 8.6 +2.50 -2.75/120 6P RX
73390537082,OAS ASTIG 8.6 +2.75 -2.75/120 6P RX
73390537083,OAS ASTIG 8.6 +3.00 -2.75/120 6P RX
73390537084,OAS ASTIG 8.6 +3.25 -2.75/120 6P RX
73390537085,OAS ASTIG 8.6 +3.50 -2.75/120 6P RX
73390537086,OAS ASTIG 8.6 +3.75 -2.75/120 6P RX
73390537087,OAS ASTIG 8.6 +4.00 -2.75/120 6P RX
73390537088,OAS ASTIG 8.6 +4.25 -2.75/120 6P RX
73390537089,OAS ASTIG 8.6 +4.50 -2.75/120 6P RX
73390537090,OAS ASTIG 8.6 +4.75 -2.75/120 6P RX
73390537091,OAS ASTIG 8.6 +5.00 -2.75/120 6P RX
73390537092,OAS ASTIG 8.6 +5.25 -2.75/120 6P RX
73390537093,OAS ASTIG 8.6 +5.50 -2.75/120 6P RX
73390537094,OAS ASTIG 8.6 +5.75 -2.75/120 6P RX
73390537095,OAS ASTIG 8.6 +6.00 -2.75/120 6P RX
73390537096,OAS ASTIG 8.6 +0.00 -2.75/120 6P RX
73390537097,OAS ASTIG 8.6 -0.25 -2.75/120 6P RX
73390537098,OAS ASTIG 8.6 -0.50 -2.75/120 6P RX
73390537099,OAS ASTIG 8.6 -0.75 -2.75/120 6P RX
73390537100,OAS ASTIG 8.6 -1.00 -2.75/120 6P RX
73390537101,OAS ASTIG 8.6 -1.25 -2.75/120 6P RX
73390537102,OAS ASTIG 8.6 -1.50 -2.75/120 6P RX
73390537103,OAS ASTIG 8.6 -1.75 -2.75/120 6P RX
73390537104,OAS ASTIG 8.6 -2.00 -2.75/120 6P RX
73390537105,OAS ASTIG 8.6 -2.25 -2.75/120 6P RX
73390537106,OAS ASTIG 8.6 -2.50 -2.75/120 6P RX
73390537107,OAS ASTIG 8.6 -2.75 -2.75/120 6P RX
73390537108,OAS ASTIG 8.6 -3.00 -2.75/120 6P RX
73390537109,OAS ASTIG 8.6 -3.25 -2.75/120 6P RX
73390537110,OAS ASTIG 8.6 -3.50 -2.75/120 6P RX
73390537111,OAS ASTIG 8.6 -3.75 -2.75/120 6P RX
73390537112,OAS ASTIG 8.6 -4.00 -2.75/120 6P RX
73390537113,OAS ASTIG 8.6 -4.25 -2.75/120 6P RX
73390537114,OAS ASTIG 8.6 -4.50 -2.75/120 6P RX
73390537115,OAS ASTIG 8.6 -4.75 -2.75/120 6P RX
73390537116,OAS ASTIG 8.6 -5.00 -2.75/120 6P RX
73390537117,OAS ASTIG 8.6 -5.25 -2.75/120 6P RX
73390537118,OAS ASTIG 8.6 -5.50 -2.75/120 6P RX
73390537119,OAS ASTIG 8.6 -5.75 -2.75/120 6P RX
73390537120,OAS ASTIG 8.6 -6.00 -2.75/120 6P RX
73390537121,OAS ASTIG 8.6 -6.50 -2.75/120 6P RX
73390537122,OAS ASTIG 8.6 -7.00 -2.75/120 6P RX
73390537123,OAS ASTIG 8.6 -7.50 -2.75/120 6P RX
73390537124,OAS ASTIG 8.6 -8.00 -2.75/120 6P RX
73390537125,OAS ASTIG 8.6 -8.50 -2.75/120 6P RX
73390537126,OAS ASTIG 8.6 -9.00 -2.75/120 6P RX
73390537127,OAS ASTIG 8.6 +0.25 -2.75/130 6P RX
73390537128,OAS ASTIG 8.6 +0.50 -2.75/130 6P RX
73390537129,OAS ASTIG 8.6 +0.75 -2.75/130 6P RX
73390537130,OAS ASTIG 8.6 +1.00 -2.75/130 6P RX
73390537131,OAS ASTIG 8.6 +1.25 -2.75/130 6P RX
73390537132,OAS ASTIG 8.6 +1.50 -2.75/130 6P RX
73390537133,OAS ASTIG 8.6 +1.75 -2.75/130 6P RX
73390537134,OAS ASTIG 8.6 +2.00 -2.75/130 6P RX
73390537135,OAS ASTIG 8.6 +2.25 -2.75/130 6P RX
73390537136,OAS ASTIG 8.6 +2.50 -2.75/130 6P RX
73390537137,OAS ASTIG 8.6 +2.75 -2.75/130 6P RX
73390537138,OAS ASTIG 8.6 +3.00 -2.75/130 6P RX
73390537139,OAS ASTIG 8.6 +3.25 -2.75/130 6P RX
73390537140,OAS ASTIG 8.6 +3.50 -2.75/130 6P RX
73390537141,OAS ASTIG 8.6 +3.75 -2.75/130 6P RX
73390537142,OAS ASTIG 8.6 +4.00 -2.75/130 6P RX
73390537143,OAS ASTIG 8.6 +4.25 -2.75/130 6P RX
73390537144,OAS ASTIG 8.6 +4.50 -2.75/130 6P RX
73390537145,OAS ASTIG 8.6 +4.75 -2.75/130 6P RX
73390537146,OAS ASTIG 8.6 +5.00 -2.75/130 6P RX
73390537147,OAS ASTIG 8.6 +5.25 -2.75/130 6P RX
73390537148,OAS ASTIG 8.6 +5.50 -2.75/130 6P RX
73390537149,OAS ASTIG 8.6 +5.75 -2.75/130 6P RX
73390537150,OAS ASTIG 8.6 +6.00 -2.75/130 6P RX
73390537151,OAS ASTIG 8.6 +0.00 -2.75/130 6P RX
73390537152,OAS ASTIG 8.6 -0.25 -2.75/130 6P RX
73390537153,OAS ASTIG 8.6 -0.50 -2.75/130 6P RX
73390537154,OAS ASTIG 8.6 -0.75 -2.75/130 6P RX
73390537155,OAS ASTIG 8.6 -1.00 -2.75/130 6P RX
73390537156,OAS ASTIG 8.6 -1.25 -2.75/130 6P RX
73390537157,OAS ASTIG 8.6 -1.50 -2.75/130 6P RX
73390537158,OAS ASTIG 8.6 -1.75 -2.75/130 6P RX
73390537159,OAS ASTIG 8.6 -2.00 -2.75/130 6P RX
73390537160,OAS ASTIG 8.6 -2.25 -2.75/130 6P RX
73390537161,OAS ASTIG 8.6 -2.50 -2.75/130 6P RX
73390537162,OAS ASTIG 8.6 -2.75 -2.75/130 6P RX
73390537163,OAS ASTIG 8.6 -3.00 -2.75/130 6P RX
73390537164,OAS ASTIG 8.6 -3.25 -2.75/130 6P RX
73390537165,OAS ASTIG 8.6 -3.50 -2.75/130 6P RX
73390537166,OAS ASTIG 8.6 -3.75 -2.75/130 6P RX
73390537167,OAS ASTIG 8.6 -4.00 -2.75/130 6P RX
73390537168,OAS ASTIG 8.6 -4.25 -2.75/130 6P RX
73390537169,OAS ASTIG 8.6 -4.50 -2.75/130 6P RX
73390537170,OAS ASTIG 8.6 -4.75 -2.75/130 6P RX
73390537171,OAS ASTIG 8.6 -5.00 -2.75/130 6P RX
73390537172,OAS ASTIG 8.6 -5.25 -2.75/130 6P RX
73390537173,OAS ASTIG 8.6 -5.50 -2.75/130 6P RX
73390537174,OAS ASTIG 8.6 -5.75 -2.75/130 6P RX
73390537175,OAS ASTIG 8.6 -6.00 -2.75/130 6P RX
73390537176,OAS ASTIG 8.6 -6.50 -2.75/130 6P RX
73390537177,OAS ASTIG 8.6 -7.00 -2.75/130 6P RX
73390537178,OAS ASTIG 8.6 -7.50 -2.75/130 6P RX
73390537179,OAS ASTIG 8.6 -8.00 -2.75/130 6P RX
73390537180,OAS ASTIG 8.6 -8.50 -2.75/130 6P RX
73390537181,OAS ASTIG 8.6 -9.00 -2.75/130 6P RX
73390537182,OAS ASTIG 8.6 +0.25 -2.75/140 6P RX
73390537183,OAS ASTIG 8.6 +0.50 -2.75/140 6P RX
73390537184,OAS ASTIG 8.6 +0.75 -2.75/140 6P RX
73390537185,OAS ASTIG 8.6 +1.00 -2.75/140 6P RX
73390537186,OAS ASTIG 8.6 +1.25 -2.75/140 6P RX
73390537187,OAS ASTIG 8.6 +1.50 -2.75/140 6P RX
73390537188,OAS ASTIG 8.6 +1.75 -2.75/140 6P RX
73390537189,OAS ASTIG 8.6 +2.00 -2.75/140 6P RX
73390537190,OAS ASTIG 8.6 +2.25 -2.75/140 6P RX
73390537191,OAS ASTIG 8.6 +2.50 -2.75/140 6P RX
73390537192,OAS ASTIG 8.6 +2.75 -2.75/140 6P RX
73390537193,OAS ASTIG 8.6 +3.00 -2.75/140 6P RX
73390537194,OAS ASTIG 8.6 +3.25 -2.75/140 6P RX
73390537195,OAS ASTIG 8.6 +3.50 -2.75/140 6P RX
73390537196,OAS ASTIG 8.6 +3.75 -2.75/140 6P RX
73390537197,OAS ASTIG 8.6 +4.00 -2.75/140 6P RX
73390537198,OAS ASTIG 8.6 +4.25 -2.75/140 6P RX
73390537199,OAS ASTIG 8.6 +4.50 -2.75/140 6P RX
73390537200,OAS ASTIG 8.6 +4.75 -2.75/140 6P RX
73390537201,OAS ASTIG 8.6 +5.00 -2.75/140 6P RX
73390537202,OAS ASTIG 8.6 +5.25 -2.75/140 6P RX
73390537203,OAS ASTIG 8.6 +5.50 -2.75/140 6P RX
73390537204,OAS ASTIG 8.6 +5.75 -2.75/140 6P RX
73390537205,OAS ASTIG 8.6 +6.00 -2.75/140 6P RX
73390537206,OAS ASTIG 8.6 +0.00 -2.75/140 6P RX
73390537207,OAS ASTIG 8.6 -0.25 -2.75/140 6P RX
73390537208,OAS ASTIG 8.6 -0.50 -2.75/140 6P RX
73390537209,OAS ASTIG 8.6 -0.75 -2.75/140 6P RX
73390537210,OAS ASTIG 8.6 -1.00 -2.75/140 6P RX
73390537211,OAS ASTIG 8.6 -1.25 -2.75/140 6P RX
73390537212,OAS ASTIG 8.6 -1.50 -2.75/140 6P RX
73390537213,OAS ASTIG 8.6 -1.75 -2.75/140 6P RX
73390537214,OAS ASTIG 8.6 -2.00 -2.75/140 6P RX
73390537215,OAS ASTIG 8.6 -2.25 -2.75/140 6P RX
73390537216,OAS ASTIG 8.6 -2.50 -2.75/140 6P RX
73390537217,OAS ASTIG 8.6 -2.75 -2.75/140 6P RX
73390537218,OAS ASTIG 8.6 -3.00 -2.75/140 6P RX
73390537219,OAS ASTIG 8.6 -3.25 -2.75/140 6P RX
73390537220,OAS ASTIG 8.6 -3.50 -2.75/140 6P RX
73390537221,OAS ASTIG 8.6 -3.75 -2.75/140 6P RX
73390537222,OAS ASTIG 8.6 -4.00 -2.75/140 6P RX
